### magnitude offsets  bq -0.055  bB  0.155  ba -0.119  bA  0.007  bb  0.000  br -0.003 
HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2456731.089911,2014-3-14.589,ba,1.67,NA,9.186,0.037,NA,NA,V
2456735.079947,2014-3-18.579,ba,2.11,NA,9.155,0.037,NA,NA,V
2456737.071578,2014-3-20.571,ba,1.81,NA,9.243,0.037,NA,NA,V
2456741.089606,2014-3-24.589,ba,2.09,NA,9.152,0.037,NA,NA,V
2456742.086606,2014-3-25.586,ba,2.03,NA,9.235,0.037,NA,NA,V
2456751.055627,2014-4-3.555,ba,1.72,NA,9.202,0.037,NA,NA,V
2456758.013733,2014-4-10.513,ba,1.69,NA,9.217,0.037,NA,NA,V
2456772.052555,2014-4-24.552,ba,1.78,NA,9.255,0.037,NA,NA,V
2456784.025577,2014-5-6.525,ba,2.11,NA,9.178,0.037,NA,NA,V
2456786.025775,2014-5-8.525,ba,2.27,NA,9.143,0.037,NA,NA,V
2456788.008387,2014-5-10.508,ba,1.72,NA,9.361,0.037,NA,NA,V
2456789.000403,2014-5-11.5,ba,2.44,NA,9.019,0.037,NA,NA,V
2456795.021205,2014-5-17.521,ba,1.69,NA,9.319,0.037,NA,NA,V
2456800.960387,2014-5-23.46,ba,1.75,NA,9.214,0.037,NA,NA,V
2456804.984975,2014-5-27.484,ba,2.24,NA,9.197,0.037,NA,NA,V
2456807.982999,2014-5-30.482,ba,2.49,NA,9.099,0.037,NA,NA,V
2456811.991325,2014-6-3.491,ba,1.68,NA,9.159,0.037,NA,NA,V
2456812.986740,2014-6-4.486,ba,1.69,NA,9.237,0.037,NA,NA,V
2456814.959276,2014-6-6.459,ba,1.59,NA,9.171,0.037,NA,NA,V
2456815.970764,2014-6-7.47,ba,1.69,NA,9.191,0.037,NA,NA,V
2456818.975731,2014-6-10.475,ba,1.7,NA,9.190,0.037,NA,NA,V
2456822.983844,2014-6-14.483,ba,2.09,NA,9.195,0.037,NA,NA,V
2456829.117666,2014-6-20.617,ba,1.68,NA,9.197,0.037,NA,NA,V
2456829.940984,2014-6-21.44,ba,1.66,NA,9.208,0.037,NA,NA,V
2456832.964064,2014-6-24.464,ba,1.63,NA,9.204,0.037,NA,NA,V
2456834.958218,2014-6-26.458,ba,2.08,NA,9.143,0.037,NA,NA,V
2456835.958282,2014-6-27.458,ba,2.08,NA,9.105,0.037,NA,NA,V
2456848.943721,2014-7-10.443,ba,2.03,NA,9.141,0.037,NA,NA,V
2456857.081617,2014-7-18.581,ba,1.64,NA,9.191,0.037,NA,NA,V
2456862.917533,2014-7-24.417,ba,2.07,NA,9.048,0.037,NA,NA,V
2456863.908941,2014-7-25.408,ba,1.76,NA,9.116,0.037,NA,NA,V
2456864.907405,2014-7-26.407,ba,1.75,NA,9.139,0.037,NA,NA,V
2456865.915616,2014-7-27.415,ba,1.64,NA,9.221,0.037,NA,NA,V
2456868.896214,2014-7-30.396,ba,1.63,NA,9.162,0.037,NA,NA,V
2456874.962432,2014-8-5.462,ba,2.17,NA,9.106,0.037,NA,NA,V
2456875.904117,2014-8-6.404,ba,2,NA,9.126,0.037,NA,NA,V
2456876.900324,2014-8-7.4,ba,2.05,NA,9.151,0.037,NA,NA,V
2456882.981241,2014-8-13.481,ba,2,NA,9.066,0.037,NA,NA,V
2456885.004947,2014-8-15.504,ba,1.79,NA,9.043,0.037,NA,NA,V
2456885.864345,2014-8-16.364,ba,1.8,NA,9.140,0.037,NA,NA,V
2456887.885176,2014-8-18.385,ba,1.64,NA,9.186,0.037,NA,NA,V
2456888.848447,2014-8-19.348,ba,1.61,NA,9.201,0.037,NA,NA,V
2456889.847812,2014-8-20.347,ba,1.66,NA,9.230,0.037,NA,NA,V
2456890.859314,2014-8-21.359,ba,1.67,NA,9.251,0.037,NA,NA,V
2456891.863696,2014-8-22.363,ba,1.67,NA,9.108,0.037,NA,NA,V
2456892.862385,2014-8-23.362,ba,1.72,NA,9.134,0.037,NA,NA,V
2456894.859917,2014-8-25.359,ba,1.76,NA,9.118,0.037,NA,NA,V
2456896.859114,2014-8-27.359,ba,1.67,NA,9.202,0.037,NA,NA,V
2456897.834886,2014-8-28.334,ba,1.69,NA,9.128,0.037,NA,NA,V
2456898.844263,2014-8-29.344,ba,1.69,NA,9.216,0.037,NA,NA,V
2456900.845190,2014-8-31.345,ba,1.73,NA,9.108,0.037,NA,NA,V
2456902.834469,2014-9-2.334,ba,1.63,NA,9.230,0.037,NA,NA,V
2456906.843099,2014-9-6.343,ba,1.78,NA,9.148,0.037,NA,NA,V
2456913.817898,2014-9-13.317,ba,1.72,NA,9.203,0.037,NA,NA,V
2456914.824821,2014-9-14.324,ba,1.73,NA,9.118,0.037,NA,NA,V
2456915.833922,2014-9-15.333,ba,2.1,NA,9.060,0.037,NA,NA,V
2456916.818018,2014-9-16.318,ba,1.85,NA,9.119,0.037,NA,NA,V
2456917.827318,2014-9-17.327,ba,1.82,NA,9.128,0.037,NA,NA,V
2456918.807852,2014-9-18.307,ba,1.75,NA,9.199,0.037,NA,NA,V
2456919.813746,2014-9-19.313,ba,1.67,NA,9.272,0.037,NA,NA,V
2456920.809025,2014-9-20.309,ba,1.66,NA,9.118,0.037,NA,NA,V
2456923.817276,2014-9-23.317,ba,2.08,NA,9.159,0.037,NA,NA,V
2456924.809195,2014-9-24.309,ba,2.01,NA,9.141,0.037,NA,NA,V
2456929.806127,2014-9-29.306,ba,2.24,NA,8.970,0.037,NA,NA,V
2456931.774798,2014-10-1.274,ba,1.72,NA,9.141,0.037,NA,NA,V
2456932.772150,2014-10-2.272,ba,1.67,NA,9.118,0.037,NA,NA,V
2456967.790128,2014-11-6.29,ba,1.69,NA,9.091,0.037,NA,NA,V
2456969.700698,2014-11-8.2,ba,2.22,NA,8.991,0.037,NA,NA,V
2456970.701429,2014-11-9.201,ba,1.81,NA,9.050,0.037,NA,NA,V
2456971.727493,2014-11-10.227,ba,1.81,NA,9.081,0.037,NA,NA,V
2456973.694031,2014-11-12.194,ba,1.85,NA,9.075,0.037,NA,NA,V
2456979.702350,2014-11-18.202,ba,2.26,NA,8.987,0.037,NA,NA,V
2456980.696105,2014-11-19.196,ba,2.36,NA,8.949,0.037,NA,NA,V
2456982.691589,2014-11-21.191,ba,2.05,NA,8.999,0.037,NA,NA,V
2456983.714182,2014-11-22.214,ba,1.76,NA,9.113,0.037,NA,NA,V
2456998.709862,2014-12-7.209,ba,1.77,NA,9.083,0.037,NA,NA,V
2457002.699321,2014-12-11.199,ba,2.07,NA,9.037,0.037,NA,NA,V
2457072.153928,2015-2-18.653,ba,1.69,NA,9.277,0.037,NA,NA,V
2457083.123864,2015-3-1.623,ba,1.72,NA,9.217,0.037,NA,NA,V
2457092.159791,2015-3-10.659,ba,2.03,NA,9.218,0.037,NA,NA,V
2457098.127173,2015-3-16.627,ba,1.67,NA,9.191,0.037,NA,NA,V
2457103.115680,2015-3-21.615,ba,1.68,NA,9.193,0.037,NA,NA,V
2457109.099150,2015-3-27.599,ba,1.75,NA,9.141,0.037,NA,NA,V
2457120.109744,2015-4-7.609,ba,1.73,NA,9.228,0.037,NA,NA,V
2457125.107970,2015-4-12.607,ba,2.15,NA,9.089,0.037,NA,NA,V
2457133.029970,2015-4-20.529,ba,1.77,NA,9.261,0.037,NA,NA,V
2457137.027978,2015-4-24.527,ba,1.63,NA,9.263,0.037,NA,NA,V
2457144.998289,2015-5-2.498,ba,2.02,NA,9.232,0.037,NA,NA,V
2457150.014153,2015-5-7.514,ba,1.63,NA,9.261,0.037,NA,NA,V
2457153.980809,2015-5-11.48,ba,1.82,NA,9.206,0.037,NA,NA,V
2457162.972759,2015-5-20.472,ba,1.71,NA,9.136,0.037,NA,NA,V
2457166.964447,2015-5-24.464,ba,1.75,NA,9.179,0.037,NA,NA,V
2457171.924606,2015-5-29.424,ba,1.7,NA,9.183,0.037,NA,NA,V
2457172.087921,2015-5-29.587,ba,1.65,NA,9.144,0.037,NA,NA,V
2457172.943792,2015-5-30.443,ba,1.69,NA,9.211,0.037,NA,NA,V
2457178.003351,2015-6-4.503,ba,1.69,NA,9.156,0.037,NA,NA,V
2457180.031816,2015-6-6.531,ba,1.81,NA,9.176,0.037,NA,NA,V
2457184.028005,2015-6-10.528,ba,1.8,NA,9.185,0.037,NA,NA,V
2457184.953175,2015-6-11.453,ba,1.84,NA,9.177,0.037,NA,NA,V
2457191.982035,2015-6-18.482,ba,1.67,NA,9.147,0.037,NA,NA,V
2457199.844859,2015-6-26.344,ba,1.62,NA,9.114,0.037,NA,NA,V
2457201.014834,2015-6-27.514,ba,1.67,NA,9.192,0.037,NA,NA,V
2457203.828246,2015-6-30.328,ba,1.69,NA,9.172,0.037,NA,NA,V
2457205.934824,2015-7-2.434,ba,1.65,NA,9.176,0.037,NA,NA,V
2457211.015457,2015-7-7.515,ba,1.76,NA,9.168,0.037,NA,NA,V
2457212.999055,2015-7-9.499,ba,1.59,NA,9.218,0.037,NA,NA,V
2457218.883548,2015-7-15.383,ba,2.18,NA,9.018,0.037,NA,NA,V
2457222.968992,2015-7-19.468,ba,1.63,NA,9.057,0.037,NA,NA,V
2457226.980297,2015-7-23.48,ba,1.62,NA,9.237,0.037,NA,NA,V
2457230.002389,2015-7-26.502,ba,1.67,NA,9.113,0.037,NA,NA,V
2457231.993129,2015-7-28.493,ba,1.67,NA,9.170,0.037,NA,NA,V
2457236.002768,2015-8-1.502,ba,1.68,NA,9.159,0.037,NA,NA,V
2457239.961949,2015-8-5.461,ba,2.03,NA,9.055,0.037,NA,NA,V
2457242.991180,2015-8-8.491,ba,1.7,NA,9.144,0.037,NA,NA,V
2457243.910883,2015-8-9.41,ba,1.69,NA,9.137,0.037,NA,NA,V
2457246.976661,2015-8-12.476,ba,1.64,NA,9.161,0.037,NA,NA,V
2457248.989169,2015-8-14.489,ba,1.65,NA,9.149,0.037,NA,NA,V
2457251.836179,2015-8-17.336,ba,1.66,NA,9.257,0.037,NA,NA,V
2457274.908523,2015-9-9.408,ba,1.64,NA,9.117,0.037,NA,NA,V
2457297.838318,2015-10-2.338,ba,1.64,NA,9.085,0.037,NA,NA,V
2457303.823195,2015-10-8.323,ba,1.68,NA,9.091,0.037,NA,NA,V
2457305.815212,2015-10-10.315,ba,1.65,NA,9.133,0.037,NA,NA,V
2457308.759651,2015-10-13.259,ba,1.67,NA,9.063,0.037,NA,NA,V
2457310.766237,2015-10-15.266,ba,1.63,NA,9.139,0.037,NA,NA,V
2457314.737034,2015-10-19.237,ba,1.66,NA,9.555,0.037,NA,NA,V
2457321.772565,2015-10-26.272,ba,1.74,NA,9.102,0.037,NA,NA,V
2457324.763628,2015-10-29.263,ba,1.68,NA,9.124,0.037,NA,NA,V
2457327.709064,2015-11-1.209,ba,1.69,NA,9.071,0.037,NA,NA,V
2457330.751028,2015-11-4.251,ba,2.14,NA,8.990,0.037,NA,NA,V
2457333.733825,2015-11-7.233,ba,1.78,NA,9.132,0.037,NA,NA,V
2457443.166918,2016-2-24.666,ba,1.99,NA,9.159,0.037,NA,NA,V
2457444.164414,2016-2-25.664,ba,2,NA,9.129,0.037,NA,NA,V
2457448.154060,2016-2-29.654,ba,2.04,NA,9.200,0.037,NA,NA,V
2457453.143714,2016-3-5.643,ba,1.81,NA,9.163,0.037,NA,NA,V
2457464.125990,2016-3-16.625,ba,1.91,NA,9.104,0.037,NA,NA,V
2457467.113828,2016-3-19.613,ba,2.26,NA,9.634,0.037,NA,NA,V
2457468.111677,2016-3-20.611,ba,2.02,NA,9.173,0.037,NA,NA,V
2457481.118358,2016-4-2.618,ba,1.76,NA,9.180,0.037,NA,NA,V
2457484.073558,2016-4-5.573,ba,1.68,NA,9.208,0.037,NA,NA,V
2457489.056157,2016-4-10.556,ba,1.73,NA,9.218,0.037,NA,NA,V
2457491.049183,2016-4-12.549,ba,1.72,NA,9.189,0.037,NA,NA,V
2457493.068638,2016-4-14.568,ba,1.72,NA,9.154,0.037,NA,NA,V
2457499.029007,2016-4-20.529,ba,1.98,NA,9.177,0.037,NA,NA,V
2457501.044347,2016-4-22.544,ba,1.82,NA,9.118,0.037,NA,NA,V
2457504.014914,2016-4-25.514,ba,1.73,NA,9.196,0.037,NA,NA,V
2457506.053501,2016-4-27.553,ba,1.64,NA,9.228,0.037,NA,NA,V
2457509.054347,2016-4-30.554,ba,2.01,NA,9.098,0.037,NA,NA,V
2457512.051525,2016-5-3.551,ba,1.8,NA,9.229,0.037,NA,NA,V
2457515.036653,2016-5-6.536,ba,2.01,NA,9.147,0.037,NA,NA,V
2457526.018949,2016-5-17.518,ba,1.68,NA,9.145,0.037,NA,NA,V
2457528.963084,2016-5-20.463,ba,1.84,NA,9.168,0.037,NA,NA,V
2457531.937842,2016-5-23.437,ba,1.71,NA,9.111,0.037,NA,NA,V
2457536.056614,2016-5-27.556,ba,1.74,NA,9.204,0.037,NA,NA,V
2457543.082177,2016-6-3.582,ba,1.59,NA,9.179,0.037,NA,NA,V
2457549.026774,2016-6-9.526,ba,1.72,NA,9.174,0.037,NA,NA,V
2457552.883231,2016-6-13.383,ba,1.72,NA,9.196,0.037,NA,NA,V
2457555.044507,2016-6-15.544,ba,2.04,NA,9.065,0.037,NA,NA,V
2457562.988233,2016-6-23.488,ba,1.73,NA,9.249,0.037,NA,NA,V
2457570.905487,2016-7-1.405,ba,1.82,NA,9.131,0.037,NA,NA,V
2457576.049809,2016-7-6.549,ba,1.63,NA,9.139,0.037,NA,NA,V
2457579.000251,2016-7-9.5,ba,1.65,NA,9.157,0.037,NA,NA,V
2457582.965822,2016-7-13.465,ba,1.67,NA,9.209,0.037,NA,NA,V
2457586.976325,2016-7-17.476,ba,1.78,NA,9.156,0.037,NA,NA,V
2457590.002537,2016-7-20.502,ba,1.64,NA,9.142,0.037,NA,NA,V
2457595.943763,2016-7-26.443,ba,1.81,NA,9.147,0.037,NA,NA,V
2457597.880707,2016-7-28.38,ba,1.84,NA,9.184,0.037,NA,NA,V
2457604.004216,2016-8-3.504,ba,1.69,NA,9.150,0.037,NA,NA,V
2457605.993816,2016-8-5.493,ba,2.41,NA,9.070,0.037,NA,NA,V
2457607.935047,2016-8-7.435,ba,1.63,NA,9.262,0.037,NA,NA,V
2457613.962416,2016-8-13.462,ba,1.74,NA,9.099,0.037,NA,NA,V
2457621.821948,2016-8-21.321,ba,2.02,NA,9.129,0.037,NA,NA,V
2457627.943275,2016-8-27.443,ba,1.82,NA,9.151,0.037,NA,NA,V
2457633.920306,2016-9-2.42,ba,1.85,NA,9.045,0.037,NA,NA,V
2457637.840471,2016-9-6.34,ba,1.74,NA,9.193,0.037,NA,NA,V
2457639.824237,2016-9-8.324,ba,1.72,NA,9.201,0.037,NA,NA,V
2457656.858875,2016-9-25.358,ba,1.69,NA,9.135,0.037,NA,NA,V
2457658.811132,2016-9-27.311,ba,1.78,NA,9.108,0.037,NA,NA,V
2457661.865785,2016-9-30.365,ba,1.67,NA,9.116,0.037,NA,NA,V
2457667.782592,2016-10-6.282,ba,1.67,NA,9.151,0.037,NA,NA,V
2457670.731162,2016-10-9.231,ba,1.65,NA,9.181,0.037,NA,NA,V
2457677.796228,2016-10-16.296,ba,1.69,NA,9.113,0.037,NA,NA,V
2457678.784350,2016-10-17.284,ba,1.73,NA,9.186,0.037,NA,NA,V
2457680.725699,2016-10-19.225,ba,1.72,NA,9.232,0.037,NA,NA,V
2457687.768711,2016-10-26.268,ba,1.71,NA,9.240,0.037,NA,NA,V
2457690.756100,2016-10-29.256,ba,2.18,NA,9.069,0.037,NA,NA,V
2457692.728340,2016-10-31.228,ba,2.11,NA,9.071,0.037,NA,NA,V
2457695.746455,2016-11-3.246,ba,1.66,NA,9.162,0.037,NA,NA,V
2457697.742016,2016-11-5.242,ba,1.99,NA,9.112,0.037,NA,NA,V
2457705.709792,2016-11-13.209,ba,1.68,NA,9.183,0.037,NA,NA,V
2457709.705282,2016-11-17.205,ba,2.17,NA,9.061,0.037,NA,NA,V
2457827.129932,2017-3-14.629,ba,1.81,NA,9.138,0.037,NA,NA,V
2457830.122655,2017-3-17.622,ba,1.67,NA,9.163,0.037,NA,NA,V
2457840.113155,2017-3-27.613,ba,1.67,NA,9.203,0.037,NA,NA,V
2457846.084523,2017-4-2.584,ba,2.01,NA,9.188,0.037,NA,NA,V
2457851.067268,2017-4-7.567,ba,1.73,NA,9.134,0.037,NA,NA,V
2457853.060552,2017-4-9.56,ba,1.66,NA,9.199,0.037,NA,NA,V
2457857.070839,2017-4-13.57,ba,1.71,NA,9.201,0.037,NA,NA,V
2457864.117053,2017-4-20.617,ba,1.63,NA,9.181,0.037,NA,NA,V
2457871.033748,2017-4-27.533,ba,1.71,NA,9.152,0.037,NA,NA,V
2457879.994727,2017-5-6.494,ba,1.71,NA,9.195,0.037,NA,NA,V
2457880.994993,2017-5-7.494,ba,2.05,NA,9.118,0.037,NA,NA,V
2457883.989305,2017-5-10.489,ba,1.79,NA,9.171,0.037,NA,NA,V
2457889.022050,2017-5-15.522,ba,1.75,NA,9.209,0.037,NA,NA,V
2457899.063529,2017-5-25.563,ba,1.65,NA,9.241,0.037,NA,NA,V
2457905.910933,2017-6-1.41,ba,1.64,NA,9.167,0.037,NA,NA,V
2457906.933625,2017-6-2.433,ba,1.7,NA,9.181,0.037,NA,NA,V
2457908.013486,2017-6-3.513,ba,1.66,NA,9.209,0.037,NA,NA,V
2457911.014328,2017-6-6.514,ba,1.7,NA,9.162,0.037,NA,NA,V
2457912.026437,2017-6-7.526,ba,1.72,NA,9.170,0.037,NA,NA,V
2457918.048617,2017-6-13.548,ba,1.7,NA,9.119,0.037,NA,NA,V
2457924.976267,2017-6-20.476,ba,2.16,NA,9.090,0.037,NA,NA,V
2457929.008009,2017-6-24.508,ba,1.66,NA,9.183,0.037,NA,NA,V
2457932.913317,2017-6-28.413,ba,1.99,NA,9.159,0.037,NA,NA,V
2457937.842951,2017-7-3.342,ba,1.64,NA,9.234,0.037,NA,NA,V
2457939.072508,2017-7-4.572,ba,2.25,NA,9.085,0.037,NA,NA,V
2457939.843978,2017-7-5.343,ba,2.02,NA,9.136,0.037,NA,NA,V
2457942.901410,2017-7-8.401,ba,1.73,NA,9.153,0.037,NA,NA,V
2457945.816262,2017-7-11.316,ba,1.62,NA,9.219,0.037,NA,NA,V
2457950.056103,2017-7-15.556,ba,2,NA,9.211,0.037,NA,NA,V
2457955.895933,2017-7-21.395,ba,1.7,NA,9.249,0.037,NA,NA,V
2457959.993656,2017-7-25.493,ba,1.64,NA,9.163,0.037,NA,NA,V
2457966.938143,2017-8-1.438,ba,1.61,NA,9.179,0.037,NA,NA,V
2457970.747932,2017-8-5.247,ba,2.06,NA,9.074,0.037,NA,NA,V
2457972.824289,2017-8-7.324,ba,1.65,NA,9.183,0.037,NA,NA,V
2457979.977350,2017-8-14.477,ba,1.64,NA,9.109,0.037,NA,NA,V
2457980.897711,2017-8-15.397,ba,1.62,NA,9.206,0.037,NA,NA,V
2457983.929842,2017-8-18.429,ba,1.67,NA,9.205,0.037,NA,NA,V
2457988.801732,2017-8-23.301,ba,1.78,NA,9.206,0.037,NA,NA,V
2457991.869009,2017-8-26.369,ba,1.75,NA,9.200,0.037,NA,NA,V
2457996.848040,2017-8-31.348,ba,1.68,NA,9.205,0.037,NA,NA,V
2458000.921626,2017-9-4.421,ba,1.7,NA,9.142,0.037,NA,NA,V
2458008.738886,2017-9-12.238,ba,2.37,NA,9.089,0.037,NA,NA,V
2458010.833300,2017-9-14.333,ba,1.64,NA,9.225,0.037,NA,NA,V
2458013.812568,2017-9-17.312,ba,1.7,NA,9.147,0.037,NA,NA,V
2458017.866362,2017-9-21.366,ba,1.67,NA,9.222,0.037,NA,NA,V
2458020.864245,2017-9-24.364,ba,1.74,NA,9.152,0.037,NA,NA,V
2458023.746714,2017-9-27.246,ba,1.67,NA,9.213,0.037,NA,NA,V
2458036.816033,2017-10-10.316,ba,1.66,NA,9.164,0.037,NA,NA,V
2458037.811688,2017-10-11.311,ba,1.67,NA,9.159,0.037,NA,NA,V
2458075.701465,2017-11-18.201,ba,1.68,NA,9.132,0.037,NA,NA,V
2458077.697430,2017-11-20.197,ba,1.79,NA,9.174,0.037,NA,NA,V
2458177.161931,2018-2-27.661,ba,1.64,NA,9.177,0.037,NA,NA,V
2458221.059995,2018-4-12.559,ba,1.99,NA,9.245,0.037,NA,NA,V
2458222.056422,2018-4-13.556,ba,1.99,NA,9.218,0.037,NA,NA,V
2458225.045521,2018-4-16.545,ba,1.68,NA,9.189,0.037,NA,NA,V
2458248.064803,2018-5-9.564,ba,1.64,NA,9.224,0.037,NA,NA,V
2458251.976829,2018-5-13.476,ba,1.99,NA,9.233,0.037,NA,NA,V
2458279.118833,2018-6-9.618,ba,2.1,NA,9.012,0.037,NA,NA,V
2458284.044848,2018-6-14.544,ba,1.59,NA,9.252,0.037,NA,NA,V
2458287.858638,2018-6-18.358,ba,2.07,NA,9.140,0.037,NA,NA,V
2458290.880051,2018-6-21.38,ba,2.03,NA,9.129,0.037,NA,NA,V
2458291.063517,2018-6-21.563,ba,1.71,NA,9.152,0.037,NA,NA,V
2458293.882851,2018-6-24.382,ba,1.72,NA,9.266,0.037,NA,NA,V
2458297.919488,2018-6-28.419,ba,2.27,NA,9.111,0.037,NA,NA,V
2458308.924295,2018-7-9.424,ba,1.58,NA,9.225,0.037,NA,NA,V
2458310.871774,2018-7-11.371,ba,1.6,NA,9.152,0.037,NA,NA,V
2458316.010984,2018-7-16.51,ba,1.65,NA,9.142,0.037,NA,NA,V
2458322.812598,2018-7-23.312,ba,1.74,NA,9.207,0.037,NA,NA,V
2458325.832751,2018-7-26.332,ba,1.74,NA,9.170,0.037,NA,NA,V
2458333.978293,2018-8-3.478,ba,1.63,NA,9.204,0.037,NA,NA,V
2458336.939171,2018-8-6.439,ba,2.05,NA,9.144,0.037,NA,NA,V
2458342.848997,2018-8-12.348,ba,1.66,NA,9.199,0.037,NA,NA,V
2458347.879962,2018-8-17.379,ba,1.65,NA,9.264,0.037,NA,NA,V
2458361.927681,2018-8-31.427,ba,1.71,NA,9.209,0.037,NA,NA,V
2458367.900999,2018-9-6.4,ba,1.75,NA,9.180,0.037,NA,NA,V
2458370.832772,2018-9-9.332,ba,1.65,NA,9.236,0.037,NA,NA,V
2458378.874330,2018-9-17.374,ba,1.6,NA,9.194,0.037,NA,NA,V
2458390.842899,2018-9-29.342,ba,1.69,NA,9.243,0.037,NA,NA,V
2458408.715729,2018-10-17.215,ba,1.73,NA,9.143,0.037,NA,NA,V
2458415.704663,2018-10-24.204,ba,2.29,NA,9.083,0.037,NA,NA,V
2458423.751900,2018-11-1.251,ba,1.69,NA,9.195,0.037,NA,NA,V
2458434.714115,2018-11-12.214,ba,1.68,NA,9.145,0.037,NA,NA,V
2458571.062618,2019-3-28.562,bA,1.68,NA,9.190,0.037,NA,NA,g
2458572.068313,2019-3-29.568,bA,1.63,NA,9.171,0.037,NA,NA,g
2458584.051582,2019-4-10.551,bA,2,NA,9.256,0.037,NA,NA,g
2458589.034668,2019-4-15.534,bA,1.97,NA,9.345,0.037,NA,NA,g
2458595.000840,2019-4-21.5,bA,2.03,NA,9.218,0.037,NA,NA,g
2458596.996055,2019-4-23.496,bA,1.63,NA,9.237,0.037,NA,NA,g
2458599.066073,2019-4-25.566,bA,1.66,NA,9.212,0.037,NA,NA,g
2458604.977709,2019-5-1.477,bA,1.67,NA,9.183,0.037,NA,NA,g
2458610.972705,2019-5-7.472,bA,1.66,NA,9.201,0.037,NA,NA,g
2458612.952967,2019-5-9.452,bA,1.69,NA,9.207,0.037,NA,NA,g
2458614.978518,2019-5-11.478,bA,1.69,NA,9.166,0.037,NA,NA,g
2458616.002430,2019-5-12.502,bA,2.12,NA,9.149,0.037,NA,NA,g
2458620.003295,2019-5-16.503,bA,1.98,NA,9.268,0.037,NA,NA,g
2458625.930749,2019-5-22.43,bA,1.73,NA,9.226,0.037,NA,NA,g
2458631.898810,2019-5-28.398,bA,1.64,NA,9.220,0.037,NA,NA,g
2458635.915695,2019-6-1.415,bA,1.61,NA,9.229,0.037,NA,NA,g
2458637.920654,2019-6-3.42,bA,1.66,NA,9.221,0.037,NA,NA,g
2458641.875053,2019-6-7.375,bA,1.59,NA,9.225,0.037,NA,NA,g
2458642.980394,2019-6-8.48,bA,1.98,NA,9.177,0.037,NA,NA,g
2458644.887450,2019-6-10.387,bA,1.69,NA,9.251,0.037,NA,NA,g
2458645.946259,2019-6-11.446,bA,1.66,NA,9.203,0.037,NA,NA,g
2458648.853944,2019-6-14.353,bA,1.63,NA,9.245,0.037,NA,NA,g
2458652.857797,2019-6-18.357,bA,2.19,NA,9.099,0.037,NA,NA,g
2458655.832099,2019-6-21.332,bA,1.68,NA,9.237,0.037,NA,NA,g
2458657.061425,2019-6-22.561,bA,2.08,NA,9.133,0.037,NA,NA,g
2458668.020869,2019-7-3.52,bA,1.65,NA,9.229,0.037,NA,NA,g
2458670.062511,2019-7-5.562,bA,1.7,NA,9.198,0.037,NA,NA,g
2458670.897681,2019-7-6.397,bA,1.68,NA,9.329,0.037,NA,NA,g
2458678.848384,2019-7-14.348,bA,2.3,NA,9.082,0.037,NA,NA,g
2458679.860183,2019-7-15.36,bA,1.67,NA,9.290,0.037,NA,NA,g
2458680.886953,2019-7-16.386,bA,1.99,NA,9.115,0.037,NA,NA,g
2458688.994652,2019-7-24.494,bA,1.69,NA,9.236,0.037,NA,NA,g
2458691.061770,2019-7-26.561,bA,2.02,NA,9.142,0.037,NA,NA,g
2458692.013065,2019-7-27.513,bA,2.25,NA,9.091,0.037,NA,NA,g
2458693.770239,2019-7-29.27,bA,2.03,NA,9.177,0.037,NA,NA,g
2458703.862725,2019-8-8.362,bA,2.05,NA,9.147,0.037,NA,NA,g
2458705.749783,2019-8-10.249,bA,2.14,NA,9.048,0.037,NA,NA,g
2458706.828673,2019-8-11.328,bA,1.64,NA,9.134,0.037,NA,NA,g
2458707.929858,2019-8-12.429,bA,1.63,NA,9.115,0.037,NA,NA,g
2458708.941073,2019-8-13.441,bA,2.05,NA,9.126,0.037,NA,NA,g
2458713.976189,2019-8-18.476,bA,1.7,NA,9.251,0.037,NA,NA,g
2458715.971057,2019-8-20.471,bA,2,NA,9.300,0.037,NA,NA,g
2458716.966648,2019-8-21.466,bA,1.69,NA,9.137,0.037,NA,NA,g
2458717.964852,2019-8-22.464,bA,1.64,NA,9.162,0.037,NA,NA,g
2458720.788524,2019-8-25.288,bA,1.65,NA,9.313,0.037,NA,NA,g
2458720.827263,2019-8-25.327,bA,1.63,NA,9.275,0.037,NA,NA,g
2458721.768105,2019-8-26.268,bA,2.02,NA,9.202,0.037,NA,NA,g
2458723.886972,2019-8-28.386,bA,1.61,NA,9.254,0.037,NA,NA,g
2458724.782944,2019-8-29.282,bA,1.65,NA,9.212,0.037,NA,NA,g
2458733.781023,2019-9-7.281,bA,2.25,NA,9.147,0.037,NA,NA,g
2458743.889404,2019-9-17.389,bA,1.97,NA,9.159,0.037,NA,NA,g
2458745.868620,2019-9-19.368,bA,1.97,NA,9.107,0.037,NA,NA,g
2458748.874411,2019-9-22.374,bA,1.7,NA,9.199,0.037,NA,NA,g
2458749.746079,2019-9-23.246,bA,2,NA,9.117,0.037,NA,NA,g
2458750.796713,2019-9-24.296,bA,1.71,NA,9.171,0.037,NA,NA,g
2458751.872412,2019-9-25.372,bA,1.62,NA,9.127,0.037,NA,NA,g
2458755.877017,2019-9-29.377,bA,1.68,NA,9.097,0.037,NA,NA,g
2458769.819795,2019-10-13.319,bA,2.11,NA,9.098,0.037,NA,NA,g
2458771.763957,2019-10-15.263,bA,2.2,NA,9.107,0.037,NA,NA,g
